證券名單
截 至 26/01/2026
股份代號	股份名稱（繁體）	股份名称（简体）
66291	平安摩利七十牛G	平安摩利七十牛G
66293	港交摩利六九牛A	港交摩利六九牛A
66294	港交摩利六九牛B	港交摩利六九牛B
66295	恒指摩利七甲牛G	恒指摩利七甲牛G
66297	恒指摩利七十牛2	恒指摩利七十牛2
66302	恒指瑞銀六八牛9	恒指瑞银六八牛9
66303	恒指法巴八九牛I	恒指法巴八九牛I
66305	恒指中銀七乙牛2	恒指中银七乙牛2
66307	恒指法興七九牛J	恒指法兴七九牛J
66308	恒指法興七九牛N	恒指法兴七九牛N
66309	恒指法興七甲牛A	恒指法兴七甲牛A
66311	恒指法巴八九牛U	恒指法巴八九牛U
66312	騰訊瑞銀六六牛V	腾讯瑞银六六牛V
66314	騰訊瑞銀六六牛W	腾讯瑞银六六牛W
66317	恒指法興七甲牛B	恒指法兴七甲牛B
66320	恒指法興七甲牛G	恒指法兴七甲牛G
66325	恒指法興七甲牛H	恒指法兴七甲牛H
66328	石藥瑞銀六十熊A	石药瑞银六十熊A
66329	信藥瑞銀七二熊A	信药瑞银七二熊A
66330	恒指瑞銀七四熊A	恒指瑞银七四熊A
66335	恒指法興七十牛P	恒指法兴七十牛P
66339	恒指法興七十牛Q	恒指法兴七十牛Q
66342	恒指法興七甲牛I	恒指法兴七甲牛I
66348	小米匯豐八九熊A	小米汇丰八九熊A
66350	恒指中銀六乙牛A	恒指中银六乙牛A
66356	百度瑞銀六乙牛H	百度瑞银六乙牛H
66359	恒指瑞銀七九牛1	恒指瑞银七九牛1
66379	恒指瑞銀七十牛Q	恒指瑞银七十牛Q
66380	恒指瑞銀七甲牛V	恒指瑞银七甲牛V
66381	港交瑞銀六九牛I	港交瑞银六九牛I
66388	快手瑞銀六六牛A	快手瑞银六六牛A
66389	網易瑞銀六四牛D	网易瑞银六四牛D
66391	恒指瑞銀七甲牛W	恒指瑞银七甲牛W
66395	恒指瑞銀七甲牛X	恒指瑞银七甲牛X
66397	恒指瑞銀七十牛Z	恒指瑞银七十牛Z
66401	恒指瑞銀七十牛1	恒指瑞银七十牛1
66403	恒指瑞銀七十牛3	恒指瑞银七十牛3
66404	恒指匯豐六九牛4	恒指汇丰六九牛4
66405	恒指匯豐六九牛8	恒指汇丰六九牛8
66410	港交瑞銀八四牛C	港交瑞银八四牛C
66418	騰訊法巴六一牛H	腾讯法巴六一牛H
66419	騰訊法巴六一牛I	腾讯法巴六一牛I
66422	恒指法巴八九牛F	恒指法巴八九牛F
66423	恒指法巴八九牛5	恒指法巴八九牛5
66424	華虹瑞銀六七牛O	华虹瑞银六七牛O
66425	恒指法巴八九牛A	恒指法巴八九牛A
66427	恒指信證六甲牛A	恒指信证六甲牛A
66430	恒指法巴八九牛B	恒指法巴八九牛B
66433	恒指信證六十牛A	恒指信证六十牛A
66434	恒指法巴八九牛D	恒指法巴八九牛D
66442	恒指瑞銀六八牛P	恒指瑞银六八牛P
66443	恒指瑞銀六甲牛4	恒指瑞银六甲牛4
66445	海油法巴七九牛C	海油法巴七九牛C
66448	平安法巴七九牛F	平安法巴七九牛F
66449	平安法巴七九牛G	平安法巴七九牛G
66460	網易法巴六二牛A	网易法巴六二牛A
66468	恒指匯豐七七牛V	恒指汇丰七七牛V
66469	恒指匯豐七七牛K	恒指汇丰七七牛K
66470	恒指瑞銀六甲牛5	恒指瑞银六甲牛5
66471	恒指瑞銀六乙牛N	恒指瑞银六乙牛N
66479	恒指法興六九牛7	恒指法兴六九牛7
66482	恒指匯豐七九牛3	恒指汇丰七九牛3
66483	恒指法興八二牛F	恒指法兴八二牛F
66484	恒指法興八二牛6	恒指法兴八二牛6
66485	吉利摩通六八牛C	吉利摩通六八牛C
66487	恒指法興八三牛S	恒指法兴八三牛S
66488	恒指匯豐七九牛A	恒指汇丰七九牛A
66489	恒指匯豐七九牛H	恒指汇丰七九牛H
66492	恒指法興八三牛T	恒指法兴八三牛T
66497	恒指匯豐七九牛5	恒指汇丰七九牛5
66498	恒指法興八三牛U	恒指法兴八三牛U
66500	恒指摩利八九牛T	恒指摩利八九牛T
66501	恒指摩通六甲牛2	恒指摩通六甲牛2
66503	海油匯豐六甲牛F	海油汇丰六甲牛F
66506	恒指瑞銀八九牛D	恒指瑞银八九牛D
66508	恒指瑞銀八甲牛H	恒指瑞银八甲牛H
66510	百度瑞銀六乙牛I	百度瑞银六乙牛I
66511	神華摩通六八牛B	神华摩通六八牛B
66513	網易摩通六九牛E	网易摩通六九牛E
66514	匯豐摩通六乙牛C	汇丰摩通六乙牛C
66518	攜程摩通六九牛B	携程摩通六九牛B
66535	恒指法巴七六牛V	恒指法巴七六牛V
66540	平安瑞銀八十牛K	平安瑞银八十牛K
66545	匯豐法興六六牛A	汇丰法兴六六牛A
66546	中芯瑞銀六七牛L	中芯瑞银六七牛L
66547	恒指摩通七九牛W	恒指摩通七九牛W
66548	港交摩利八七熊C	港交摩利八七熊C
66549	恒指信證八乙牛C	恒指信证八乙牛C
66553	恒指信證六乙牛C	恒指信证六乙牛C
66554	恒指信證六乙牛D	恒指信证六乙牛D
66556	恒指匯豐八七牛A	恒指汇丰八七牛A
66558	恒指星展八二熊1	恒指星展八二熊1
66566	恒指匯豐六十牛3	恒指汇丰六十牛3
66567	恒指匯豐六十牛4	恒指汇丰六十牛4
66569	恒指星展八二熊Z	恒指星展八二熊Z
66573	恒指中銀七乙牛X	恒指中银七乙牛X
66574	恒指中銀七乙牛Y	恒指中银七乙牛Y
66576	小米摩利七乙熊S	小米摩利七乙熊S
66592	恒指匯豐七八牛K	恒指汇丰七八牛K
66600	晶泰摩通七三牛C	晶泰摩通七三牛C
66601	騰訊匯豐八二熊C	腾讯汇丰八二熊C
66605	恒指匯豐八三牛N	恒指汇丰八三牛N
66607	恒指法興七乙牛T	恒指法兴七乙牛T
66611	恒指匯豐七九牛F	恒指汇丰七九牛F
66614	恒指法興七乙牛W	恒指法兴七乙牛W
66617	恒指匯豐八三牛O	恒指汇丰八三牛O
66621	中壽摩通七一牛B	中寿摩通七一牛B
66622	恒指法巴七六牛Y	恒指法巴七六牛Y
66625	恒指匯豐七七牛I	恒指汇丰七七牛I
66626	恒指華泰六乙牛W	恒指华泰六乙牛W
66630	恒指匯豐七九牛9	恒指汇丰七九牛9
66632	快手摩通八乙熊C	快手摩通八乙熊C
66633	恒指瑞銀六甲牛8	恒指瑞银六甲牛8
66637	恒指瑞銀六七牛3	恒指瑞银六七牛3
66640	恒指國君八三熊L	恒指国君八三熊L
66641	港交瑞銀六十牛A	港交瑞银六十牛A
66642	恒指摩利七十牛Z	恒指摩利七十牛Z
66643	恒指瑞銀六八牛4	恒指瑞银六八牛4
66645	恒指瑞銀六八牛J	恒指瑞银六八牛J
66646	恒指瑞銀六十牛8	恒指瑞银六十牛8
66647	恒指摩利七甲牛K	恒指摩利七甲牛K
66653	恒指摩利七乙牛1	恒指摩利七乙牛1
66655	恒指國君七甲牛U	恒指国君七甲牛U
66656	恒指國君七甲牛2	恒指国君七甲牛2
66658	恒指摩通七甲牛4	恒指摩通七甲牛4
66659	快手摩通六七牛A	快手摩通六七牛A
66660	恒指國君八七牛5	恒指国君八七牛5
66664	平安摩通八十牛H	平安摩通八十牛H
66666	恒指匯豐六九牛E	恒指汇丰六九牛E
66669	恒指國君八三熊U	恒指国君八三熊U
66674	恒指匯豐八七牛B	恒指汇丰八七牛B
66675	恒指信證八九牛T	恒指信证八九牛T
66676	美團匯豐八二熊B	美团汇丰八二熊B
66683	恒指信證七十牛B	恒指信证七十牛B
66685	恒指摩通八十牛3	恒指摩通八十牛3
66689	恒指信證八四牛B	恒指信证八四牛B
66690	恒指法興七十牛R	恒指法兴七十牛R
66692	恒指法興七十牛S	恒指法兴七十牛S
66694	恒指法興七十牛U	恒指法兴七十牛U
66696	恒指法興七甲牛J	恒指法兴七甲牛J
66697	攜程匯豐六乙牛A	携程汇丰六乙牛A
66701	匯豐法興八乙牛B	汇丰法兴八乙牛B
66707	恒指匯豐八九牛E	恒指汇丰八九牛E
66712	恒指匯豐八九牛2	恒指汇丰八九牛2
66718	恒指法巴七七牛E	恒指法巴七七牛E
66719	港交摩利八七熊A	港交摩利八七熊A
66720	京東法興六五牛F	京东法兴六五牛F
66723	恒指法興七十牛V	恒指法兴七十牛V
66726	恒指瑞銀六七牛F	恒指瑞银六七牛F
66727	恒指瑞銀六十牛U	恒指瑞银六十牛U
66731	恒指法興七甲牛K	恒指法兴七甲牛K
66732	恒指法興七十牛W	恒指法兴七十牛W
66734	恒指法興七甲牛L	恒指法兴七甲牛L
66740	恒指國君七九牛L	恒指国君七九牛L
66743	恒指瑞銀六甲牛9	恒指瑞银六甲牛9
66746	恒指瑞銀六九牛Z	恒指瑞银六九牛Z
66747	恒指瑞銀六八牛B	恒指瑞银六八牛B
66757	快手匯豐六七牛E	快手汇丰六七牛E
66759	中壽匯豐六乙牛C	中寿汇丰六乙牛C
66761	百度匯豐六七牛F	百度汇丰六七牛F
66765	恒指瑞銀八二牛P	恒指瑞银八二牛P
66768	恒指瑞銀七七牛I	恒指瑞银七七牛I
66769	恒指瑞銀六九牛1	恒指瑞银六九牛1
66773	恒指摩利七乙牛L	恒指摩利七乙牛L
66776	平安瑞銀七十牛3	平安瑞银七十牛3
66780	恒指瑞銀七十牛4	恒指瑞银七十牛4
66788	恒指瑞銀八二牛S	恒指瑞银八二牛S
66793	友邦法興六九牛A	友邦法兴六九牛A
66796	恒指瑞銀七甲牛A	恒指瑞银七甲牛A
66806	恒指瑞銀七十牛R	恒指瑞银七十牛R
66809	恒指瑞銀七甲牛D	恒指瑞银七甲牛D
66814	恒指法興八九牛Z	恒指法兴八九牛Z
66819	恒指中銀六九牛A	恒指中银六九牛A
66829	恒指法興八二熊V	恒指法兴八二熊V
66834	匯豐瑞銀八三牛A	汇丰瑞银八三牛A
66837	中企瑞銀七九牛C	中企瑞银七九牛C
66843	恒指匯豐七七牛6	恒指汇丰七七牛6
66845	恒指匯豐六九牛F	恒指汇丰六九牛F
66846	恒指匯豐六甲牛K	恒指汇丰六甲牛K
66849	恒指信證六十牛B	恒指信证六十牛B
66850	恒指信證六十牛C	恒指信证六十牛C
66852	恒指匯豐八七牛H	恒指汇丰八七牛H
66853	港交法興六九牛F	港交法兴六九牛F
66854	恒指瑞銀七九牛5	恒指瑞银七九牛5
66861	恒指匯豐七七牛A	恒指汇丰七七牛A
66862	快手法興六八牛A	快手法兴六八牛A
66863	恒指瑞銀八二牛U	恒指瑞银八二牛U
66864	恒指匯豐七七牛F	恒指汇丰七七牛F
66865	恒指信證八九牛F	恒指信证八九牛F
66866	恒指信證八六牛B	恒指信证八六牛B
66870	恒指瑞銀七九牛9	恒指瑞银七九牛9
66873	恒指瑞銀八二牛V	恒指瑞银八二牛V
66876	恒指瑞銀七七牛K	恒指瑞银七七牛K
66883	恒指匯豐六甲牛A	恒指汇丰六甲牛A
66884	恒指瑞銀八三牛E	恒指瑞银八三牛E
66885	恒指匯豐六甲牛B	恒指汇丰六甲牛B
66886	恒指匯豐六九牛L	恒指汇丰六九牛L
66887	恒指匯豐六九牛M	恒指汇丰六九牛M
66890	恒指匯豐六九牛N	恒指汇丰六九牛N
66892	恒指匯豐六九牛O	恒指汇丰六九牛O
66894	恒指摩通七九牛4	恒指摩通七九牛4
66896	恒科匯豐六五牛A	恒科汇丰六五牛A
66899	恒指瑞銀八三牛F	恒指瑞银八三牛F
66900	恒指瑞銀八二牛W	恒指瑞银八二牛W
66901	恒指瑞銀七十牛6	恒指瑞银七十牛6
66905	恒指瑞銀七甲牛Z	恒指瑞银七甲牛Z
66906	恒科匯豐六五牛B	恒科汇丰六五牛B
66907	恒指瑞銀六十牛6	恒指瑞银六十牛6
66908	恒指瑞銀六八牛W	恒指瑞银六八牛W
66911	恒指瑞銀六八牛Z	恒指瑞银六八牛Z
66912	恒指瑞銀六八牛6	恒指瑞银六八牛6
66916	恒指法巴七七牛N	恒指法巴七七牛N
66918	快手法興八乙熊P	快手法兴八乙熊P
66920	恒指摩利七乙牛G	恒指摩利七乙牛G
66921	港交匯豐六乙牛C	港交汇丰六乙牛C
66923	騰訊法興八乙熊Z	腾讯法兴八乙熊Z
66924	中芯法興八乙熊1	中芯法兴八乙熊1
66930	京東匯豐六十牛C	京东汇丰六十牛C
66932	康方中銀六乙牛A	康方中银六乙牛A
66934	恒指法巴八甲牛3	恒指法巴八甲牛3
66959	京東匯豐七十熊B	京东汇丰七十熊B
66960	恒指法巴八十牛D	恒指法巴八十牛D
66967	恒科匯豐八乙熊D	恒科汇丰八乙熊D
66970	恒指法巴八十牛E	恒指法巴八十牛E
66971	恒指法巴八十牛F	恒指法巴八十牛F
66973	恒指摩利七九牛P	恒指摩利七九牛P
66979	恒科摩利六六牛A	恒科摩利六六牛A
66985	恒指法巴八十牛M	恒指法巴八十牛M
66988	恒指法巴八十牛N	恒指法巴八十牛N
66989	恒指中銀六七牛A	恒指中银六七牛A
66993	騰訊法興六五牛A	腾讯法兴六五牛A
66994	騰訊法興六五牛B	腾讯法兴六五牛B
66995	恒指法興七七牛M	恒指法兴七七牛M
66996	恒指法興七九牛S	恒指法兴七九牛S
66999	藥明法興六六牛I	药明法兴六六牛I
67000	恒指摩通八四牛7	恒指摩通八四牛7
67004	中芯法興六三牛E	中芯法兴六三牛E
67005	恒指匯豐六甲牛W	恒指汇丰六甲牛W
67006	恒指摩通七甲牛2	恒指摩通七甲牛2
67009	恒指摩通七甲牛6	恒指摩通七甲牛6
67011	恒指匯豐六甲牛Y	恒指汇丰六甲牛Y
67013	恒科摩利六六牛B	恒科摩利六六牛B
67035	恒指法興七九牛T	恒指法兴七九牛T
67036	恒指法興七十牛Z	恒指法兴七十牛Z
67039	恒指摩通七甲牛9	恒指摩通七甲牛9
67042	恒指華泰七甲牛V	恒指华泰七甲牛V
67044	恒指國君八八牛H	恒指国君八八牛H
67049	恒指中銀七九牛Q	恒指中银七九牛Q
67052	恒指中銀七九牛T	恒指中银七九牛T
67056	恒指國君七九牛U	恒指国君七九牛U
67057	恒指國君七九牛Z	恒指国君七九牛Z
67063	恒指摩通八三牛C	恒指摩通八三牛C
67064	恒指匯豐七九牛8	恒指汇丰七九牛8
67071	恒指匯豐七九牛U	恒指汇丰七九牛U
67074	恒指匯豐七九牛7	恒指汇丰七九牛7
67075	恒指匯豐七九牛N	恒指汇丰七九牛N
67078	中移花旗六七牛B	中移花旗六七牛B
67081	恒指匯豐七九牛T	恒指汇丰七九牛T
67087	港交匯豐六十牛B	港交汇丰六十牛B
67093	騰訊瑞銀六六牛X	腾讯瑞银六六牛X
67094	港交匯豐六十牛C	港交汇丰六十牛C
67099	恒指信證八二牛6	恒指信证八二牛6
67103	恒指信證七乙牛7	恒指信证七乙牛7
67106	恒指法興七十牛1	恒指法兴七十牛1
67111	京東摩通八三熊B	京东摩通八三熊B
67113	恒指法興七十牛9	恒指法兴七十牛9
67118	匯豐摩通八四牛G	汇丰摩通八四牛G
67119	恒指法興七十牛X	恒指法兴七十牛X
67121	恒指法興七十牛6	恒指法兴七十牛6
67123	恒指瑞銀六甲牛U	恒指瑞银六甲牛U
67124	恒指瑞銀六八牛E	恒指瑞银六八牛E
67130	恒指摩通六甲牛G	恒指摩通六甲牛G
67132	恒指法興七七牛N	恒指法兴七七牛N
67133	恒指法興七十牛A	恒指法兴七十牛A
67134	恒指法興七九牛V	恒指法兴七九牛V
67136	商湯摩通六八牛B	商汤摩通六八牛B
67137	華虹摩通六七牛J	华虹摩通六七牛J
67138	平安摩通七十牛I	平安摩通七十牛I
67139	美團摩通六六牛B	美团摩通六六牛B
67140	港交摩通七十牛Y	港交摩通七十牛Y
67144	港交摩通七十牛Z	港交摩通七十牛Z
67145	藥明瑞銀六七牛E	药明瑞银六七牛E
67148	恒指信證八九牛I	恒指信证八九牛I
67149	百度摩通七三牛A	百度摩通七三牛A
67150	恒指國君七甲牛F	恒指国君七甲牛F
67151	恒指信證八四牛M	恒指信证八四牛M
67152	平安摩通八八熊C	平安摩通八八熊C
67155	恒指法巴八甲牛6	恒指法巴八甲牛6
67156	恒指法巴八甲牛7	恒指法巴八甲牛7
67161	港交摩通六十牛B	港交摩通六十牛B
67162	恒指法巴八甲牛U	恒指法巴八甲牛U
67163	平安摩通八八熊D	平安摩通八八熊D
67166	恒指法巴八甲牛V	恒指法巴八甲牛V
67167	友邦摩通七六牛A	友邦摩通七六牛A
67168	恒指中銀七乙牛5	恒指中银七乙牛5
67169	騰訊瑞銀六七牛B	腾讯瑞银六七牛B
67175	港交摩通八九牛D	港交摩通八九牛D
67176	恒指摩通七九牛2	恒指摩通七九牛2
67179	恒指信證六甲牛C	恒指信证六甲牛C
67180	恒指信證六甲牛D	恒指信证六甲牛D
67187	恒指華泰七十牛F	恒指华泰七十牛F
67188	中芯摩通六五牛A	中芯摩通六五牛A
67191	中壽摩通七甲牛A	中寿摩通七甲牛A
67207	京東摩通六乙牛K	京东摩通六乙牛K
67208	京東摩通六乙牛L	京东摩通六乙牛L
67210	恒指匯豐八二牛T	恒指汇丰八二牛T
67235	港交摩通七九牛J	港交摩通七九牛J
67242	恒科花旗六六牛B	恒科花旗六六牛B
67243	恒指匯豐八二牛5	恒指汇丰八二牛5
67253	藥明花旗六六牛A	药明花旗六六牛A
67259	恒指匯豐六十牛8	恒指汇丰六十牛8
67260	恒指匯豐八二牛8	恒指汇丰八二牛8
67262	平安花旗六十牛F	平安花旗六十牛F
67274	恒指匯豐六十牛9	恒指汇丰六十牛9
67278	恒指匯豐八二牛9	恒指汇丰八二牛9
67293	恒指花旗六乙牛B	恒指花旗六乙牛B
67294	騰訊匯豐六三牛M	腾讯汇丰六三牛M
67295	恒指瑞銀八三熊X	恒指瑞银八三熊X
67296	恒指法巴八十牛2	恒指法巴八十牛2
67297	恒指法興七七牛O	恒指法兴七七牛O
67298	平安瑞銀七十牛L	平安瑞银七十牛L
67299	恒指法興七七牛S	恒指法兴七七牛S
67301	恒指法興七七牛U	恒指法兴七七牛U
67302	恒指瑞銀八三熊N	恒指瑞银八三熊N
67303	恒指瑞銀八八熊U	恒指瑞银八八熊U
67304	恒指法興七甲牛N	恒指法兴七甲牛N
67305	恒指法興八三牛V	恒指法兴八三牛V
67306	恒指法巴八十牛3	恒指法巴八十牛3
67309	恒指法興八二牛C	恒指法兴八二牛C
67310	恒指瑞銀六七牛5	恒指瑞银六七牛5
67311	恒指瑞銀六乙牛S	恒指瑞银六乙牛S
67316	快手瑞銀八四熊H	快手瑞银八四熊H
67317	恒指法興八二牛J	恒指法兴八二牛J
67318	恒指國君七乙牛C	恒指国君七乙牛C
67320	恒指花旗六九牛M	恒指花旗六九牛M
67321	快手摩通六五牛C	快手摩通六五牛C
67324	恒指國君七乙牛D	恒指国君七乙牛D
67327	恒指國君七九牛M	恒指国君七九牛M
67329	恒指國君七九牛X	恒指国君七九牛X
67330	京東摩通六乙牛A	京东摩通六乙牛A
67331	恒指國君七九牛2	恒指国君七九牛2
67332	比迪摩通六乙牛A	比迪摩通六乙牛A
67335	恒指中銀七九牛X	恒指中银七九牛X
67336	恒指中銀七九牛4	恒指中银七九牛4
67339	恒指華泰七甲牛W	恒指华泰七甲牛W
67340	恒指華泰七甲牛X	恒指华泰七甲牛X
67341	友邦法興六六牛C	友邦法兴六六牛C
67342	中壽法興八八牛C	中寿法兴八八牛C
67343	小米瑞銀八五熊A	小米瑞银八五熊A
67346	港交瑞銀八七熊G	港交瑞银八七熊G
67349	恒指法興七十牛2	恒指法兴七十牛2
67357	平安法巴六六熊A	平安法巴六六熊A
67359	恒指法興七十牛I	恒指法兴七十牛I
67360	恒指法興七十牛K	恒指法兴七十牛K
67361	恒指法興七七牛R	恒指法兴七七牛R
67362	恒指法興七七牛T	恒指法兴七七牛T
67363	恒指法興七八牛O	恒指法兴七八牛O
67367	恒指花旗八七牛Q	恒指花旗八七牛Q
67368	恒指瑞銀七乙牛U	恒指瑞银七乙牛U
67370	比迪摩通六七牛3	比迪摩通六七牛3
67371	恒科瑞銀八乙熊F	恒科瑞银八乙熊F
67375	平安瑞銀七十牛D	平安瑞银七十牛D
67376	恒指花旗六乙牛E	恒指花旗六乙牛E
67377	港交法興六四牛C	港交法兴六四牛C
67379	恒指法巴八九牛X	恒指法巴八九牛X
67382	恒指法巴八九牛7	恒指法巴八九牛7
67384	恒指法巴八九牛9	恒指法巴八九牛9
67395	恒指瑞銀六乙牛M	恒指瑞银六乙牛M
67396	美團法興八乙熊S	美团法兴八乙熊S
67400	平安法興七十牛Q	平安法兴七十牛Q
67401	恒指匯豐七七牛G	恒指汇丰七七牛G
67403	恒指匯豐七七牛Y	恒指汇丰七七牛Y
67404	恒指瑞銀八二牛X	恒指瑞银八二牛X
67406	恒指法興七甲牛M	恒指法兴七甲牛M
67408	恒指摩通六十牛R	恒指摩通六十牛R
67410	恒指摩利七甲牛5	恒指摩利七甲牛5
67412	恒指瑞銀六七牛U	恒指瑞银六七牛U
67415	恒指瑞銀七八牛B	恒指瑞银七八牛B
67422	恒指信證八四牛N	恒指信证八四牛N
67423	恒指信證八六牛C	恒指信证八六牛C
67424	恒指匯豐七甲牛R	恒指汇丰七甲牛R
67428	恒指瑞銀七八牛C	恒指瑞银七八牛C
67429	恒指匯豐七甲牛X	恒指汇丰七甲牛X
67430	恒指匯豐七甲牛1	恒指汇丰七甲牛1
67431	恒指匯豐七甲牛2	恒指汇丰七甲牛2
67433	恒指匯豐七九牛L	恒指汇丰七九牛L
67437	恒指匯豐七九牛O	恒指汇丰七九牛O
67440	小鵬瑞銀六六牛C	小鹏瑞银六六牛C
67441	泡瑪法巴六五牛C	泡玛法巴六五牛C
67448	港交摩通六十牛H	港交摩通六十牛H
67453	小米摩通六九牛E	小米摩通六九牛E
67454	恒指信證七七牛B	恒指信证七七牛B
67456	恒指匯豐六甲牛1	恒指汇丰六甲牛1
67459	恒指匯豐六九牛Q	恒指汇丰六九牛Q
67463	中壽瑞銀六乙牛B	中寿瑞银六乙牛B
67464	中壽瑞銀八五熊B	中寿瑞银八五熊B
67468	晶泰瑞銀七一牛D	晶泰瑞银七一牛D
67474	恒科瑞銀六九牛A	恒科瑞银六九牛A
67475	平安花旗六十牛B	平安花旗六十牛B
67482	恒指瑞銀八十牛9	恒指瑞银八十牛9
67483	恒指瑞銀八甲牛K	恒指瑞银八甲牛K
67485	恒指瑞銀六甲牛2	恒指瑞银六甲牛2
67488	恒指瑞銀六九牛9	恒指瑞银六九牛9
67489	港交瑞銀八四牛E	港交瑞银八四牛E
67490	恒指摩通六九牛R	恒指摩通六九牛R
67491	美團摩通八二熊B	美团摩通八二熊B
67493	信藥瑞銀六三牛D	信药瑞银六三牛D
67495	恒指摩通六九牛V	恒指摩通六九牛V
67496	匯豐瑞銀六乙牛B	汇丰瑞银六乙牛B
67497	騰訊摩通六三牛G	腾讯摩通六三牛G
67498	騰訊摩通六三牛H	腾讯摩通六三牛H
67503	恒指瑞銀七十牛5	恒指瑞银七十牛5
67504	港交瑞銀七十牛P	港交瑞银七十牛P
67507	匯豐摩利七乙牛E	汇丰摩利七乙牛E
67508	恒指匯豐八甲牛D	恒指汇丰八甲牛D
67509	匯豐摩利七乙牛F	汇丰摩利七乙牛F
67512	恒指花旗八四牛D	恒指花旗八四牛D
67513	恒指花旗七乙牛O	恒指花旗七乙牛O
67517	美團摩通六六牛K	美团摩通六六牛K
67518	小鵬摩通六二牛B	小鹏摩通六二牛B
67524	恒指匯豐八二熊D	恒指汇丰八二熊D
67527	恒指法巴八八牛D	恒指法巴八八牛D
67532	恒指法巴八八牛E	恒指法巴八八牛E
67537	恒指法興七九牛Z	恒指法兴七九牛Z
67541	恒指法巴八八牛G	恒指法巴八八牛G
67546	恒指匯豐六九牛W	恒指汇丰六九牛W
67549	恒指法巴六九牛P	恒指法巴六九牛P
67555	小米匯豐八八熊D	小米汇丰八八熊D
67557	恒指摩利七八牛Q	恒指摩利七八牛Q
67558	恒指摩利七甲牛A	恒指摩利七甲牛A
67559	恒指國君八七牛6	恒指国君八七牛6
67560	中壽匯豐七乙牛B	中寿汇丰七乙牛B
67561	恒指摩利八二牛X	恒指摩利八二牛X
67564	恒指匯豐八三熊X	恒指汇丰八三熊X
67566	恒指摩利七乙牛S	恒指摩利七乙牛S
67568	恒指法興七九牛2	恒指法兴七九牛2
67570	恒指法興七九牛4	恒指法兴七九牛4
67571	恒指瑞銀六八牛8	恒指瑞银六八牛8
67575	恒指摩利八三牛B	恒指摩利八三牛B
67577	恒指法巴六九牛F	恒指法巴六九牛F
67578	平安匯豐八七熊B	平安汇丰八七熊B
67585	恒指瑞銀六八牛2	恒指瑞银六八牛2
67586	恒指匯豐六十牛A	恒指汇丰六十牛A
67587	快手摩通六五牛A	快手摩通六五牛A
67589	美團摩通六五牛J	美团摩通六五牛J
67590	恒指匯豐八四熊7	恒指汇丰八四熊7
67592	晶泰摩通七三牛B	晶泰摩通七三牛B
67594	美團摩通六五牛K	美团摩通六五牛K
67597	工行摩通八五熊C	工行摩通八五熊C
67601	平安摩通八十牛D	平安摩通八十牛D
67603	京東摩通八五牛E	京东摩通八五牛E
67606	恒指匯豐六甲牛G	恒指汇丰六甲牛G
67607	恒指匯豐六十牛H	恒指汇丰六十牛H
67608	京東摩通八五牛F	京东摩通八五牛F
67611	恒指匯豐六甲牛H	恒指汇丰六甲牛H
67615	恒指信證七甲牛D	恒指信证七甲牛D
67616	恒指匯豐七八牛S	恒指汇丰七八牛S
67617	恒指信證七十牛C	恒指信证七十牛C
67618	恒指信證八九牛V	恒指信证八九牛V
67619	恒指匯豐七八牛T	恒指汇丰七八牛T
67624	恒指信證八二牛I	恒指信证八二牛I
67626	恒指信證七乙牛8	恒指信证七乙牛8
67628	恒指信證八四牛7	恒指信证八四牛7
67629	恒指國君七乙牛F	恒指国君七乙牛F
67630	恒指國君七乙牛M	恒指国君七乙牛M
67631	恒指信證八十牛G	恒指信证八十牛G
67633	騰訊摩通六三牛J	腾讯摩通六三牛J
67634	恒指信證八甲牛7	恒指信证八甲牛7
67638	騰訊摩通六三牛K	腾讯摩通六三牛K
67639	恒指法巴八九牛G	恒指法巴八九牛G
67642	匯豐法巴八八牛A	汇丰法巴八八牛A
67648	恒指瑞銀七七牛7	恒指瑞银七七牛7
67651	恒指法興八九牛C	恒指法兴八九牛C
67653	平安瑞銀七十牛4	平安瑞银七十牛4
67654	比迪法巴八五牛A	比迪法巴八五牛A
67658	泡瑪摩通六七牛E	泡玛摩通六七牛E
67663	恒指法巴八九牛M	恒指法巴八九牛M
67664	泡瑪摩通六七牛F	泡玛摩通六七牛F
67673	恒指信證七七牛C	恒指信证七七牛C
67675	恒指摩通七九牛U	恒指摩通七九牛U
67688	華虹瑞銀六七牛A	华虹瑞银六七牛A
67699	恒指信證八九牛J	恒指信证八九牛J
67705	恒指法興八二熊M	恒指法兴八二熊M
67707	晶泰法興六九牛A	晶泰法兴六九牛A
67709	港交法興六九牛G	港交法兴六九牛G
67716	騰訊匯豐六七牛A	腾讯汇丰六七牛A
67718	紫金法興六九牛I	紫金法兴六九牛I
67720	恒指瑞銀八二牛8	恒指瑞银八二牛8
67722	騰訊匯豐六七牛B	腾讯汇丰六七牛B
67723	地平法興六八牛B	地平法兴六八牛B
67724	阿里瑞銀六六牛A	阿里瑞银六六牛A
67727	恒指瑞銀八二牛A	恒指瑞银八二牛A
67728	恒指瑞銀八二牛C	恒指瑞银八二牛C
67729	石藥法興六甲牛C	石药法兴六甲牛C
67733	恒指法興八二牛K	恒指法兴八二牛K
67736	恒指法興八二牛D	恒指法兴八二牛D
67737	恒指瑞銀七十牛9	恒指瑞银七十牛9
67740	恒指法興八二牛R	恒指法兴八二牛R
