證券名單
截 至 26/01/2026
股份代號	股份名稱（繁體）	股份名称（简体）
1123	中港照相	中港照相
1124	沿海家園	沿海家园
1125	麗豐控股	丽丰控股
1126	德林國際	德林国际
1127	獅子山集團	狮子山集团
1128	永利澳門	永利澳门
1129	中國水業集團	中国水业集团
1130	中國環境資源	中国环境资源
1132	橙天嘉禾	橙天嘉禾
1133	哈爾濱電氣	哈尔滨电气
1134	恒發光學	恒发光学
1137	香港科技探索	香港科技探索
1138	中遠海能	中远海能
1140	華科智能投資	华科智能投资
1141	民銀資本	民银资本
1142	能源及能量環球	能源及能量环球
1143	中國儲能科技發展	中国储能科技发展
1145	勇利投資	勇利投资
1146	匯成國際控股	汇成国际控股
1147	伊登軟件	伊登软件
1148	新晨動力	新晨动力
1150	米蘭站	米兰站
1152	正乾金融控股	正干金融控股
1153	佳源服務	佳源服务
1156	CHINANEWENERGY	CHINANEWENERGY
1157	中聯重科	中联重科
1159	智數科技集團	智数科技集团
1160	金石資本集團	金石资本集团
1161	奧思集團	奥思集团
1162	瑩嵐集團	莹岚集团
1163	虎視傳媒	虎视传媒
1164	中廣核礦業	中广核矿业
1165	順風清潔能源	顺风清洁能源
1166	星凱控股	星凯控股
1167	加科思-B	加科思-B
1168	Z FIN	Z FIN
1170	信星集團	信星集团
1171	兗礦能源	兖矿能源
1172	融太集團	融太集团
1173	威高國際	威高国际
1176	珠光控股	珠光控股
1177	中國生物製藥	中国生物制药
1179	華住集團-S	华住集团-S
1180	匯彩控股	汇彩控股
1181	唐宮中國	唐宫中国
1182	勝龍國際	胜龙国际
1183	澳能建設	澳能建设
1184	S.A.S. DRAGON	S.A.S. DRAGON
1186	中國鐵建	中国铁建
1188	正道集團	正道集团
1189	大灣區聚變力量	大湾区聚变力量
1193	華潤燃氣	华润燃气
1195	京維集團	京维集团
1196	偉祿集團	伟禄集团
1198	皇朝家居	皇朝家居
1199	中遠海運港口	中远海运港口
1200	美聯集團	美联集团
1201	天臣控股	天臣控股
1202	四威科技	四威科技
1203	廣南（集團）	广南（集团）
1204	博維智慧	博维智慧
1205	中信資源	中信资源
1206	同方泰德	同方泰德
1208	五礦資源	五矿资源
1209	華潤萬象生活	华润万象生活
1211	比亞迪股份	比亚迪股份
1213	萬保剛集團	万保刚集团
1215	開源控股	开源控股
1216	中原銀行	中原银行
1217	中國創新投資	中国创新投资
1218	永義國際	永义国际
1220	志道國際	志道国际
1221	SINO HOTELS	SINO HOTELS
1222	WANG ON GROUP	WANG ON GROUP
1223	新灃集團	新沣集团
1224	中渝置地	中渝置地
1225	隆成金融	隆成金融
1226	中國投融資	中国投融资
1228	北海康成-B	北海康成-B
1229	南南資源	南南资源
1231	新礦資源	新矿资源
1232	金輪天地控股	金轮天地控股
1233	時代中國控股	时代中国控股
1234	中國利郎	中国利郎
1235	專業旅運	专业旅运
1237	中科生物	中科生物
1238	寶龍地產	宝龙地产
1239	TEAMWAY INTL GP	TEAMWAY INTL GP
1240	青建國際	青建国际
1241	雙樺控股	双桦控股
1243	宏安地產	宏安地产
1244	思路迪醫藥股份	思路迪医药股份
1245	NIRAKU	NIRAKU
1246	保集健康	保集健康
1247	米格國際控股	米格国际控股
1250	山高新能源	山高新能源
1251	華油能源	华油能源
1252	中國天瑞水泥	中国天瑞水泥
1253	綠博生態	绿博生态
1255	TATA健康	TATA健康
1257	中國光大綠色環保	中国光大绿色环保
1258	中國有色礦業	中国有色矿业
1259	未來發展控股	未来发展控股
1260	皓天財經集團	皓天财经集团
1262	蠟筆小新食品	蜡笔小新食品
1265	天津津燃公用	天津津燃公用
1268	美東汽車	美东汽车
1269	首控集團	首控集团
1270	朗廷-SS	朗廷-SS
1271	佳明集團控股	佳明集团控股
1272	大唐環境	大唐环境
1273	香港信貸	香港信贷
1274	知行科技	知行科技
1276	恒瑞醫藥	恒瑞医药
1277	力量發展	力量发展
1278	中國新城鎮	中国新城镇
1280	奇點國峰	奇点国峰
1281	鑫達投資控股	鑫达投资控股
1282	中澤豐	中泽丰
1283	高陞集團控股	高升集团控股
1284	新傳企劃	新传企划
1285	嘉士利集團	嘉士利集团
1286	鷹普精密	鹰普精密
1288	農業銀行	农业银行
1289	盛力達科技	盛力达科技
1290	中國匯融	中国汇融
1292	長安民生物流	长安民生物流
1293	廣匯寶信	广汇宝信
1298	雲能國際	云能国际
1299	友邦保險	友邦保险
1300	俊知集團	俊知集团
1301	德基科技控股	德基科技控股
1302	先健科技	先健科技
1303	滙力資源	汇力资源
1304	FORTIOR	FORTIOR
1305	偉志控股	伟志控股
1308	海豐國際	海丰国际
1310	香港寬頻	香港宽频
1312	華控康泰	华控康泰
1313	華潤建材科技	华润建材科技
1314	翠華控股	翠华控股
1315	綠色經濟	绿色经济
1316	耐世特	耐世特
1317	楓葉教育	枫叶教育
1318	毛戈平	毛戈平
1319	靄華押業信貸	霭华押业信贷
1321	中國新城市	中国新城市
1323	華盛國際控股	华盛国际控股
1326	傳遞娛樂	传递娱乐
1327	勵時集團	励时集团
1328	金涌投資	金涌投资
1330	綠色動力環保	绿色动力环保
1332	透雲生物	透云生物
1333	博雷頓	博雷顿
1334	瑞昌國際控股	瑞昌国际控股
1335	順泰控股	顺泰控股
1336	新華保險	新华保险
1338	霸王集團	霸王集团
1339	中國人民保險集團	中国人民保险集团
1340	惠生國際	惠生国际
1341	昊天國際建投	昊天国际建投
1343	偉源控股	伟源控股
1345	上海先鋒控股	上海先锋控股
1346	利華控股集團	利华控股集团
1347	華虹半導體	华虹半导体
1348	滉達富控股	滉达富控股
1349	復旦張江	复旦张江
1351	輝煌明天	辉煌明天
1354	經發物業	经发物业
1355	朸濬國際	朸浚国际
1357	美圖公司	美图公司
1358	普華和順	普华和顺
1359	中國信達	中国信达
1361	361度	361度
1362	新龍移動	新龙移动
1364	古茗	古茗
1368	特步國際	特步国际
1370	奧威控股	奥威控股
1371	中國生態旅遊	中国生态旅游
1372	中國碳中和	中国碳中和
1373	國際家居零售	国际家居零售
1375	中州證券	中州证券
1376	RAFFLESINTERIOR	RAFFLESINTERIOR
1378	中國宏橋	中国宏桥
1379	温嶺工量刃具	温岭工量刃具
1380	中國金石	中国金石
1382	互太紡織	互太纺织
1384	滴普科技	滴普科技
1385	上海復旦	上海复旦
1388	安莉芳控股	安莉芳控股
1389	美捷滙控股	美捷汇控股
1393	恒鼎實業	恒鼎实业
1395	強泰環保	强泰环保
1396	粵港灣控股	粤港湾控股
1397	碧瑤綠色集團	碧瑶绿色集团
1398	工商銀行	工商银行
1399	銳信控股	锐信控股
1400	滿地科技股份	满地科技股份
1401	未來機器有限公司	未来机器有限公司
1402	超智能控股	超智能控股
1405	達勢股份	达势股份
1406	清晰醫療	清晰医疗
1407	交運燃氣	交运燃气
1408	濠江機電	濠江机电
1410	安領國際	安领国际
1412	雋思集團	隽思集团
1413	鑄帝控股	铸帝控股
1415	高偉電子	高伟电子
1416	CTR HOLDINGS	CTR HOLDINGS
1417	浦江中國	浦江中国
1418	盛諾集團	盛诺集团
1419	盈健醫療	盈健医疗
1420	川控股	川控股
1421	恒昌集團國際	恒昌集团国际
1425	捷隆控股	捷隆控股
1426	春泉產業信託	春泉产业信托
1427	中國天保集團	中国天保集团
1428	耀才證券金融	耀才证券金融
1429	天任集團	天任集团
1431	原生態牧業	原生态牧业
1432	中國聖牧	中国圣牧
1433	常達控股	常达控股
1440	應星控股	应星控股
1442	鷹輝物流	鹰辉物流
1443	富臨集團控股	富临集团控股
1446	鴻福堂	鸿福堂
1447	新福港	新福港
1448	福壽園	福寿园
1449	立德教育	立德教育
1450	交個朋友控股	交个朋友控股
1451	萬成集團股份	万成集团股份
1452	迪諾斯環保	迪诺斯环保
1455	科利實業控股	科利实业控股
1456	國聯民生	国联民生
1458	周黑鴨	周黑鸭
1459	巨匠建設	巨匠建设
1460	揚科集團	扬科集团
1461	中泰期貨	中泰期货
1463	C-LINK SQ	C-LINK SQ
1466	佰金生命科學	佰金生命科学
1468	嘉高達資本	嘉高达资本
1470	富一國際控股	富一国际控股
1471	眾淼控股	众淼控股
1472	生興控股	生兴控股
1473	環聯連訊	环联连讯
1475	日清食品	日清食品
1476	金融街證券	金融街证券
1477	歐康維視生物-B	欧康维视生物-B
1478	丘鈦科技	丘钛科技
1480	恩達集團控股	恩达集团控股
1481	竣球控股	竣球控股
1483	網譽科技	网誉科技
1486	思城控股	思城控股
1488	百福控股	百福控股
1489	GC CONSTRUCTION	GC CONSTRUCTION
1490	車市科技	车市科技
1495	集一控股	集一控股
1496	亞積邦租賃	亚积邦租赁
1497	燕之屋	燕之屋
1498	培力農本方	培力农本方
1499	歐科雲鏈	欧科云链
1500	現恆建築	现恒建筑
1501	瑛泰醫療	瑛泰医疗
1502	金融街物業	金融街物业
1503	招商局商業房託	招商局商业房托
1508	中國再保險	中国再保险
1513	麗珠醫藥	丽珠医药
1515	華潤醫療	华润医疗
1516	融創服務	融创服务
1518	新世紀醫療	新世纪医疗
1519	極兔速遞-W	极兔速递-W
1520	天機控股	天机控股
1521	方達控股	方达控股
1522	京投交通科技	京投交通科技
1523	珩灣科技	珩湾科技
1525	建橋教育	建桥教育
1526	瑞慈醫療	瑞慈医疗
1527	天潔環境	天洁环境
1528	紅星美凱龍	红星美凯龙
1529	樂氏國際控股	乐氏国际控股
1530	三生製藥	三生制药
1532	中國派對文化	中国派对文化
1536	煜榮集團	煜荣集团
1538	中奧到家	中奥到家
1539	知行集團控股	知行集团控股
1540	澳獅環球	澳狮环球
1541	宜明昂科-B	宜明昂科-B
1542	台州水務	台州水务
1543	中盈盛達融資擔保	中盈盛达融资担保
1545	設計都會	设计都会
1546	德萊建業	德莱建业
1547	IBI GROUP HLDGS	IBI GROUP HLDGS
1548	金斯瑞生物科技	金斯瑞生物科技
1549	永豐集團控股	永丰集团控股
1551	廣州農商銀行	广州农商银行
1552	BHCC HOLDING	BHCC HOLDING
1553	邁科管業	迈科管业
1555	MI能源	MI能源
1556	建業建榮	建业建荣
1557	劍虹集團控股	剑虹集团控股
1559	均安控股	均安控股
1560	星星集團	星星集团
1561	聯洋智能控股	联洋智能控股
1563	友聯國際教育租賃	友联国际教育租赁
1565	成實外教育	成实外教育
1566	華夏文化科技	华夏文化科技
1568	承達集團	承达集团
1569	民生教育	民生教育
1570	偉業控股	伟业控股
1571	信邦控股	信邦控股
1572	中國藝術金融	中国艺术金融
1575	皇庭智家	皇庭智家
1576	齊魯高速	齐鲁高速
1577	匯鑫小貸	汇鑫小贷
1578	天津銀行	天津银行
1579	頤海國際	颐海国际
1580	大森控股	大森控股
1581	進昇集團控股	进升集团控股
1582	華營建築	华营建筑
1583	親親食品	亲亲食品
1585	雅迪控股	雅迪控股
1586	力鴻檢驗	力鸿检验
1587	欣融國際	欣融国际
1588	暢捷通	畅捷通
1591	汛和集團	汛和集团
1592	基石控股	基石控股
1593	辰林教育	辰林教育
1596	翼辰實業	翼辰实业
1597	納泉能源科技	纳泉能源科技
1598	21世紀教育	21世纪教育
1599	城建設計	城建设计
1600	天倫燃氣	天伦燃气
1601	中關村科技租賃	中关村科技租赁
1606	國銀金租	国银金租
1608	偉能集團	伟能集团
1610	中糧家佳康	中粮家佳康
1611	新火科技控股	新火科技控股
1612	永勝醫療	永胜医疗
1613	協同通信	协同通信
1615	奧邦建築	奥邦建筑
1616	一元宇宙	一元宇宙
1617	南方通信	南方通信
1618	中國中冶	中国中冶
1620	富盈環球集團	富盈环球集团
1621	域高國際控股	域高国际控股
1622	力高集團	力高集团
1623	海隆控股	海隆控股
1626	嘉耀控股	嘉耀控股
1627	安保工程控股	安保工程控股
1628	禹洲集團	禹洲集团
1629	冠均國際控股	冠均国际控股
1630	建成控股	建成控股
1631	REF HOLDINGS	REF HOLDINGS
1632	民商創科	民商创科
1633	上諭集團	上谕集团
1635	大眾公用	大众公用
1636	中國金屬利用	中国金属利用
1637	順興集團控股	顺兴集团控股
1638	佳兆業集團	佳兆业集团
1640	千循科技	千循科技
1641	紅星冷鏈	红星冷链
1643	現代中藥集團	现代中药集团
1645	海納智能	海纳智能
1647	雄岸科技	雄岸科技
1650	HYGIEIA GROUP	HYGIEIA GROUP
1651	津上機床中國	津上机床中国
1652	福森藥業	福森药业
1653	MOS HOUSE	MOS HOUSE
1655	OKURA HOLDINGS	OKURA HOLDINGS
1656	億仕登控股	亿仕登控股
1657	樺欣控股	桦欣控股
1658	郵儲銀行	邮储银行
1660	七元投資	七元投资
1661	中國前沿科技集團	中国前沿科技集团
1662	義合控股	义合控股
1663	漢港控股	汉港控股
1666	同仁堂科技	同仁堂科技
1667	迪米生活控股	迪米生活控股
1668	華南城	华南城
1669	環球信貸集團	环球信贷集团
1671	天保能源	天保能源
1672	歌禮製藥-B	歌礼制药-B
1673	華章科技	华章科技
1675	亞信科技	亚信科技
1676	高地股份	高地股份
1679	瑞斯康集團	瑞斯康集团
1680	澳門勵駿	澳门励骏
1681	康臣葯業	康臣药业
1682	杭品生活科技	杭品生活科技
1683	曠逸國際	旷逸国际
1685	博耳電力	博耳电力
1686	新意網集團	新意网集团
1687	PRC B2710	PRC B2710
1689	華禧控股	华禧控股
1690	立基工程控股	立基工程控股
1691	JS環球生活	JS环球生活
1692	登輝控股	登辉控股
1693	璋利國際	璋利国际
1695	椰豐集團	椰丰集团
1696	復銳醫療科技	复锐医疗科技
1697	山東國信	山东国信
1698	騰訊音樂-SW	腾讯音乐-SW
1701	途屹控股	途屹控股
1702	東光化工	东光化工
1703	維力生活科技	维力生活科技
1705	賓仕國際	宾仕国际
1707	致浩達控股	致浩达控股
1708	三寶科技	三宝科技
1709	德林控股	德林控股
1710	致豐工業電子	致丰工业电子
1711	歐化	欧化
1712	龍資源	龙资源
1713	四川能投發展	四川能投发展
1715	智慧健康科技	智慧健康科技
1716	毛記葵涌	毛记葵涌
1717	澳優	澳优
1718	宏基集團控股	宏基集团控股
1719	中國通商集團	中国通商集团
1720	普天通信集團	普天通信集团
1721	FSM HOLDINGS	FSM HOLDINGS
1722	建鵬控股	建鹏控股
1723	恆月控股	恒月控股
1725	中國技術集團	中国技术集团
1726	HKE HOLDINGS	HKE HOLDINGS
1727	河北建設	河北建设
1728	正通汽車	正通汽车
1729	匯聚科技	汇聚科技
1731	其利工業集團	其利工业集团
1732	象興國際	象兴国际
1733	易大宗	易大宗
1735	中環新能源	中环新能源
1736	中國育兒網絡	中国育儿网络
1737	亞洲實業集團	亚洲实业集团
1738	飛尚無煙煤	飞尚无烟煤
1739	齊屹科技	齐屹科技
1740	新石文化	新石文化
1741	成志控股	成志控股
1742	HPC HOLDINGS	HPC HOLDINGS
1745	驢跡科技	驴迹科技
1746	萬順集團控股	万顺集团控股
1747	HOME CONTROL	HOME CONTROL
1748	信源企業集團	信源企业集团
1749	杉杉品牌	杉杉品牌
1750	全達電器集團控股	全达电器集团控股
1751	景聯集團	景联集团
1752	澳洲成峰高教	澳洲成峰高教
1753	兌吧	兑吧
1755	新城悅服務	新城悦服务
1756	中國科教產業	中国科教产业
1757	俊裕地基	俊裕地基
1758	博駿教育	博骏教育
1759	中油潔能控股	中油洁能控股
1760	英恒科技	英恒科技
1762	萬咖壹聯	万咖壹联
